employee_id,gender,ethnicity,age,disability_status,lgbtq_status,minority_status,veteran_status,division,manager,hire_year,performance_rating,salary,attrition
3064,Male,White,42,,,,,Operations,Yes,2021,4.12,40704.65,False
3065,Female,White,34,,,,,Sales,No,2021,4.79,66880.06,True
3066,Prefer not to say,White,38,,,,,Sales,No,2021,4.58,68709.32,False
3067,Male,Asian,29,,,,,Marketing,No,2020,4.58,49780.24,False
3068,Male,Middle Eastern,31,,,,,Finance,No,2020,4.65,80390.21,False
3069,Male,Middle Eastern,36,,,,,Sales,No,2023,3.73,58673.35,False
3070,Male,White,54,,,,,IT,No,2021,3.53,62980.34,False
3071,Male,White,38,,,,,Marketing,No,2020,4.2,64750.04,True
3072,Female,Asian,46,,,,,HR,No,2021,4.09,49461.17,True
3073,Prefer not to say,White,63,,,,,Sales,No,2022,3.25,68537.98,False
3074,Male,White,33,,,,,IT,No,2022,3.82,82272.73,False
3075,Female,White,40,,,,,IT,No,2022,3.47,44033.75,False
3076,Male,Asian,50,,,,,Sales,No,2023,2.82,65095.02,False
3077,Male,White,34,,,,,Sales,No,2021,4.53,67582.38,False
3078,Male,White,37,,,,,Sales,No,2022,3.54,67306.46,True
3079,Female,White,39,,,,,Finance,No,2020,5.0,71831.46,True
3080,Prefer not to say,White,48,,,,,Sales,No,2022,2.2,65739.46,False
3081,Female,White,26,,,,,IT,No,2022,3.05,66427.16,False
3082,Male,Asian,64,,,,,Sales,No,2022,3.53,68164.17,False
3083,Male,White,63,,,,,IT,No,2023,4.41,57434.52,False
3084,Prefer not to say,Black,35,,,,,Operations,No,2020,3.82,62538.98,False
3085,Prefer not to say,Asian,46,,,,,Sales,No,2021,3.75,55114.37,False
3086,Male,Other,37,,,,,Sales,No,2020,2.6,63009.77,False
3087,Male,White,32,,,,,Marketing,No,2021,2.57,60169.08,False
3088,Female,White,30,,,,,IT,No,2023,3.76,66300.91,True
3089,Male,Asian,27,,,,,Marketing,No,2023,2.41,59602.2,False
3090,Female,White,49,,,,,Finance,No,2023,3.07,65244.71,False
3091,Female,White,43,,,,,HR,Yes,2023,3.9,59558.26,False
3092,Prefer not to say,White,31,,,,,Operations,No,2021,2.71,40938.18,False
3093,Male,White,31,,,,,RD,No,2022,4.78,65470.53,False
3094,Male,White,37,,,,,IT,No,2021,4.48,65953.07,False
3095,Male,White,30,,,,,Finance,No,2020,2.24,68638.94,False
3096,Male,White,28,,,,,Marketing,Yes,2023,2.75,56094.06,False
3097,Female,White,41,,,,,Operations,No,2023,1.67,43302.52,False
3098,Male,White,32,,,,,Finance,No,2020,2.87,74369.1,False
3099,Male,White,40,,,,,Marketing,Yes,2021,4.11,60895.9,False
3100,Male,Asian,41,,,,,Operations,No,2022,3.17,60811.79,False
3101,Male,White,32,,,,,Sales,No,2022,3.87,60778.1,False
3102,Male,White,29,,,,,IT,No,2020,2.28,64909.07,False
3103,Other,White,32,,,,,IT,Yes,2022,4.14,58260.72,False
3104,Male,White,37,,,,,Marketing,No,2021,3.06,50478.75,False
3105,Male,Asian,36,,,,,IT,No,2021,3.51,64895.38,False
3106,Male,White,36,,,,,Finance,No,2020,3.43,55953.2,False
3107,Male,Middle Eastern,24,,,,,Marketing,No,2021,2.48,67459.27,True
3108,Female,White,29,,,,,IT,No,2023,2.58,65464.35,True
3109,Female,White,44,,,,,Sales,No,2020,4.27,51701.98,True
3110,Male,Asian,32,,,,,IT,No,2021,3.82,42247.54,False
3111,Male,White,30,,,,,IT,No,2020,4.34,101391.28,False
3112,Non-binary/non-conforming,White,41,,,,,Sales,No,2022,3.76,57083.42,False
3113,Male,Asian,27,,,,,IT,No,2021,3.61,66916.13,False
3114,Male,White,37,,,,,Operations,No,2023,2.12,94091.95,False
3115,Female,Asian,55,,,,,Marketing,No,2021,3.28,63630.65,False
3116,Male,White,37,,,,,Operations,No,2020,3.48,60493.36,False
3117,Male,White,26,,,,,RD,No,2020,5.0,63993.25,False
3118,Male,White,53,,,,,HR,No,2021,4.05,52510.89,False
3119,Female,White,30,,,,,Marketing,No,2023,4.73,71967.41,False
3120,Prefer not to say,Latin,25,,,,,Finance,No,2023,3.98,73494.06,False
3121,Male,White,25,,,,,IT,No,2023,2.93,57283.61,True
3122,Male,Asian,41,,,,,IT,No,2020,3.59,44430.64,False
3123,Female,White,39,,,,,Sales,Yes,2021,3.69,41566.97,True
3124,Male,White,59,,,,,Operations,No,2022,2.75,79797.71,True
3125,Female,White,38,,,,,Finance,No,2020,3.19,61461.15,False
3126,Male,White,40,,,,,IT,No,2023,3.34,68224.77,False
3127,Male,Asian,28,,,,,Sales,No,2021,4.78,47390.19,False
3128,Male,White,57,,,,,Sales,No,2023,1.84,43047.45,False
3129,Male,Middle Eastern,65,,,,,Sales,No,2022,4.46,79439.2,False
3130,Male,White,35,,,,,IT,No,2023,2.75,65630.59,False
3131,Male,White,34,,,,,IT,No,2023,2.4,78608.52,False
3132,Female,White,59,,,,,IT,No,2022,4.44,54474.12,False
3133,Male,White,25,,,,,Marketing,No,2021,4.09,61447.73,False
3134,Male,White,27,,,,,Sales,No,2020,4.5,75699.47,False
3135,Female,Asian,50,,,,,Operations,No,2021,4.14,62915.76,False
3136,Male,White,42,,,,,Operations,No,2022,5.0,76963.48,False
3137,Male,White,44,,,,,RD,No,2023,3.95,60571.98,False
3138,Male,Middle Eastern,43,,,,,Marketing,No,2021,3.37,74218.21,True
3139,Female,White,35,,,,,IT,No,2020,3.77,75105.57,False
3140,Female,White,33,,,,,RD,No,2022,4.49,58354.15,False
3141,Male,White,62,,,,,Sales,No,2021,2.88,57297.67,False
3142,Other,White,39,,,,,IT,No,2020,2.98,85141.21,False
3143,Male,White,27,,,,,Sales,No,2022,3.25,55183.31,False
3144,Other,White,27,,,,,Sales,Yes,2020,1.82,74442.15,False
3145,Male,White,40,,,,,Sales,No,2022,3.61,64123.67,False
3146,Female,Asian,34,,,,,IT,No,2023,1.99,30947.76,False
3147,Male,Black,28,,,,,IT,No,2021,3.54,73736.02,True
3148,Female,White,39,,,,,Sales,No,2020,4.19,21741.62,False
3149,Male,White,33,,,,,HR,No,2022,3.12,35238.08,False
3150,Female,White,39,,,,,Marketing,No,2020,4.84,67077.16,True
3151,Male,White,38,,,,,Marketing,No,2020,2.33,72906.07,False
3152,Male,White,53,,,,,HR,No,2021,4.45,55436.3,False
3153,Male,White,31,,,,,Operations,No,2023,4.04,67217.33,False
3154,Female,Asian,51,,,,,Sales,Yes,2020,2.13,22379.64,True
3155,Male,Asian,26,,,,,IT,No,2022,5.0,68044.17,True
3156,Male,White,31,,,,,Sales,No,2022,3.45,68745.88,False
3157,Male,Asian,32,,,,,IT,No,2023,2.8,57883.82,True
3158,Female,White,57,,,,,Marketing,No,2022,2.37,60087.61,False
3159,Male,Asian,37,,,,,Sales,No,2023,3.32,65158.93,True
3160,Male,Black,25,,,,,Operations,No,2022,3.4,58109.83,False
3161,Female,White,34,,,,,Sales,No,2021,3.58,33938.03,False
3162,Male,Black,65,,,,,HR,No,2020,3.26,88150.49,True
3163,Male,Middle Eastern,36,,,,,Sales,Yes,2021,4.01,83012.01,False
3164,Female,White,54,,,,,IT,No,2020,3.19,42067.76,False
3165,Female,White,36,,,,,HR,No,2020,1.95,55037.11,False
3166,Female,White,25,,,,,Sales,No,2020,3.38,56542.73,False
3167,Male,White,31,,,,,IT,Yes,2021,1.61,81182.74,False
3168,Male,Latin,32,,,,,Marketing,No,2020,3.78,32610.97,False
3169,Male,Asian,30,,,,,Sales,No,2021,2.72,51763.39,False
3170,Female,White,34,,,,,Sales,No,2023,3.63,35503.22,True
3171,Male,White,33,,,,,Sales,Yes,2022,4.55,60723.57,False
3172,Male,White,31,,,,,IT,No,2022,2.74,57912.49,False
3173,Male,Asian,64,,,,,Finance,No,2020,4.35,59575.87,False
3174,Male,White,43,,,,,Sales,No,2021,3.15,55926.88,False
3175,Male,White,30,,,,,Marketing,No,2022,4.9,53734.65,False
3176,Male,White,27,,,,,Operations,No,2021,3.21,74294.85,True
3177,Male,White,29,,,,,Finance,No,2021,2.83,71820.09,False
3178,Female,White,33,,,,,Sales,Yes,2020,4.05,67409.3,True
3179,Female,White,30,,,,,Operations,No,2022,3.15,57358.78,True
3180,Female,White,26,,,,,Operations,No,2020,2.83,51910.01,False
3181,Male,White,31,,,,,HR,No,2020,3.12,63217.21,False
3182,Female,White,29,,,,,Sales,No,2022,3.46,66716.04,False
3183,Prefer not to say,Asian,46,,,,,Finance,No,2022,4.57,29113.47,False
3184,Male,White,44,,,,,Marketing,No,2023,1.95,70911.68,False
3185,Female,Asian,46,,,,,IT,No,2023,3.52,57659.5,True
3186,Female,White,29,,,,,IT,No,2021,4.0,60657.68,False
3187,Male,White,41,,,,,RD,No,2022,3.65,62760.3,False
3188,Male,Asian,34,,,,,Marketing,No,2023,4.55,23857.39,False
3189,Female,White,33,,,,,Marketing,No,2021,3.44,53730.02,True
3190,Female,White,58,,,,,IT,No,2021,3.35,84494.25,False
3191,Male,White,27,,,,,IT,No,2021,3.97,65193.52,False
3192,Female,White,65,,,,,Finance,No,2023,3.58,55559.4,False
3193,Male,White,41,,,,,Operations,No,2022,3.19,65253.59,False
3194,Female,Asian,38,,,,,Finance,No,2020,3.91,58226.28,True
3195,Female,White,38,,,,,IT,Yes,2021,2.98,68891.72,False
3196,Female,White,43,,,,,Operations,No,2023,3.01,56641.45,False
3197,Male,White,28,,,,,Sales,No,2023,3.08,71373.79,False
3198,Male,White,41,,,,,Sales,No,2020,4.58,90149.76,False
3199,Male,White,30,,,,,IT,No,2020,1.0,80093.76,False
3200,Male,White,53,,,,,RD,No,2023,3.82,100104.5,False
3201,Male,White,39,,,,,IT,No,2022,3.53,55148.44,True
3202,Female,White,39,,,,,Marketing,No,2020,2.16,82931.42,False
3203,Male,White,54,,,,,IT,No,2023,3.75,53139.9,False
3204,Male,White,44,,,,,Operations,No,2020,3.88,70303.49,False
3205,Female,White,39,,,,,Operations,No,2022,3.97,69908.18,False
3206,Male,White,42,,,,,IT,No,2021,1.38,57338.34,False
3207,Male,White,64,,,,,Operations,No,2020,4.59,66319.46,True
3208,Male,Asian,45,,,,,Finance,No,2022,2.91,70791.22,False
3209,Male,Asian,38,,,,,IT,No,2023,4.05,48911.34,False
3210,Female,Asian,46,,,,,Finance,No,2020,4.09,74553.74,False
3211,Male,Asian,55,,,,,Finance,No,2020,2.8,39807.95,False
3212,Male,White,51,,,,,IT,Yes,2023,4.03,94095.37,False
3213,Male,White,36,,,,,Marketing,No,2021,3.19,80019.89,False
3214,Male,Middle Eastern,34,,,,,Operations,Yes,2023,1.84,63654.12,False
3215,Male,White,57,,,,,Finance,No,2020,4.43,58959.98,True
3216,Male,White,30,,,,,Marketing,No,2023,2.88,57394.58,False
3217,Male,White,41,,,,,Sales,Yes,2022,2.82,62963.07,False
3218,Female,White,37,,,,,Sales,Yes,2023,3.18,59130.76,False
3219,Male,White,32,,,,,Finance,No,2020,3.72,83828.39,False
3220,Male,Black,45,,,,,Marketing,No,2023,3.45,85076.83,False
3221,Female,White,28,,,,,IT,No,2021,3.94,62551.44,True
3222,Female,Asian,44,,,,,Finance,No,2023,2.43,43317.29,False
3223,Male,White,50,,,,,Operations,No,2021,2.91,56814.11,False
3224,Male,White,32,,,,,Finance,No,2022,3.41,62253.64,False
3225,Male,White,33,,,,,Finance,No,2021,5.0,49548.17,False
3226,Female,Latin,33,,,,,Finance,No,2023,3.41,43530.61,False
3227,Female,White,29,,,,,Sales,No,2020,4.37,88740.36,False
3228,Male,White,53,,,,,Sales,No,2021,3.53,69539.2,False
3229,Male,White,40,,,,,Finance,No,2022,3.11,52503.0,False
3230,Male,White,25,,,,,HR,No,2021,3.3,77249.05,False
3231,Male,Asian,44,,,,,Marketing,No,2021,3.37,42592.33,False
3232,Male,White,42,,,,,Marketing,No,2021,3.98,48559.82,True
3233,Female,White,31,,,,,Finance,No,2022,4.6,48718.01,True
3234,Female,White,40,,,,,Sales,No,2023,3.79,82632.28,False
3235,Male,Asian,35,,,,,Sales,No,2021,4.45,55086.12,False
3236,Female,White,41,,,,,RD,No,2021,2.73,26104.44,False
3237,Male,Other,33,,,,,Finance,No,2020,3.17,83150.99,False
3238,Male,White,56,,,,,IT,No,2022,2.92,60404.28,True
3239,Male,White,44,,,,,Operations,No,2021,3.75,37258.88,False
3240,Female,White,46,,,,,Sales,No,2022,3.21,55429.77,True
3241,Male,White,59,,,,,RD,No,2021,4.08,72815.06,False
3242,Male,Asian,24,,,,,RD,No,2023,2.76,63954.66,False
3243,Female,White,29,,,,,Operations,No,2023,3.53,84618.13,False
3244,Other,Black,47,,,,,Finance,No,2021,4.05,46987.63,False
3245,Male,White,45,,,,,RD,No,2023,1.85,65700.8,False
3246,Female,Black,40,,,,,Finance,No,2021,5.0,45131.35,False
3247,Non-binary/non-conforming,White,29,,,,,Operations,No,2023,3.27,41867.11,False
3248,Male,White,28,,,,,Sales,No,2020,1.88,78282.91,True
3249,Female,White,42,,,,,IT,No,2020,3.63,66193.12,True
3250,Male,White,44,,,,,HR,No,2020,3.53,69255.18,False
3251,Male,White,64,,,,,HR,No,2022,3.43,71401.85,False
3252,Male,White,44,,,,,HR,No,2022,4.29,54717.91,False
3253,Male,Middle Eastern,44,,,,,IT,No,2020,4.1,49914.57,False
3254,Female,White,34,,,,,IT,No,2022,3.74,60319.53,False
3255,Female,White,26,,,,,Sales,No,2023,3.86,75824.72,False
3256,Female,White,25,,,,,Sales,No,2021,3.42,81991.46,False
3257,Male,White,35,,,,,Sales,No,2021,4.92,76931.49,False
3258,Male,White,38,,,,,Operations,No,2021,2.32,65437.62,False
3259,Male,White,60,,,,,HR,No,2020,3.61,69046.76,True
3260,Female,Asian,26,,,,,IT,No,2022,3.55,53964.0,False
3261,Prefer not to say,White,39,,,,,Marketing,No,2023,4.15,49610.85,False
3262,Male,White,44,,,,,Sales,No,2023,2.82,65369.71,True
3263,Male,White,53,,,,,IT,No,2020,2.11,44977.6,False
3264,Male,White,31,,,,,Operations,No,2023,3.63,63138.84,False
3265,Prefer not to say,White,32,,,,,IT,No,2023,3.72,89541.58,False
3266,Male,White,28,,,,,Sales,Yes,2023,4.69,77342.89,False
3267,Female,White,31,,,,,RD,Yes,2023,2.48,47060.96,False
3268,Female,White,58,,,,,Finance,Yes,2022,4.42,58800.48,False
3269,Male,Asian,54,,,,,Finance,No,2023,5.0,47235.92,False
3270,Female,Asian,27,,,,,Sales,No,2021,3.2,53043.58,False
3271,Female,White,29,,,,,Marketing,No,2020,2.47,74167.29,False
3272,Female,White,27,,,,,Sales,No,2022,3.17,68811.51,False
3273,Male,White,37,,,,,Operations,No,2023,3.51,102262.16,False
3274,Male,Asian,36,,,,,IT,No,2022,3.95,74598.44,False
3275,Male,White,34,,,,,Operations,No,2023,3.03,68060.01,False
3276,Female,Middle Eastern,63,,,,,Sales,No,2021,4.74,69144.67,False
3277,Female,White,40,,,,,Operations,No,2020,2.61,57006.28,False
3278,Female,White,44,,,,,Operations,No,2023,2.11,44240.44,False
3279,Prefer not to say,White,40,,,,,Operations,No,2023,4.39,84586.65,False
3280,Male,White,28,,,,,Operations,No,2023,1.68,80134.87,False
3281,Male,White,30,,,,,IT,No,2023,3.34,61384.19,False
3282,Male,White,34,,,,,Finance,No,2020,5.0,69109.04,False
3283,Male,White,42,,,,,Sales,Yes,2020,3.49,83614.09,False
3284,Female,White,53,,,,,IT,No,2021,2.6,71479.65,False
3285,Female,Black,43,,,,,Sales,No,2020,3.45,35648.28,False
3286,Male,Asian,40,,,,,IT,No,2023,3.46,61788.87,False
3287,Female,White,32,,,,,IT,No,2021,3.63,57486.68,False
3288,Male,White,39,,,,,Finance,No,2021,4.03,81695.01,False
3289,Male,Middle Eastern,26,,,,,Sales,No,2021,2.67,80465.64,False
3290,Male,Asian,33,,,,,RD,No,2023,4.85,76301.21,False
3291,Male,Asian,39,,,,,IT,No,2022,3.7,43408.43,True
3292,Male,Asian,58,,,,,Sales,No,2023,4.08,47914.49,True
3293,Male,Middle Eastern,42,,,,,Sales,No,2020,3.0,81711.24,False
3294,Female,White,36,,,,,HR,No,2020,4.53,51635.29,False
3295,Female,Asian,45,,,,,Finance,No,2023,3.29,34923.8,False
3296,Male,Asian,34,,,,,IT,No,2023,3.72,65690.05,False
3297,Male,White,43,,,,,Finance,No,2021,2.75,56791.72,False
3298,Other,White,58,,,,,Operations,No,2023,2.7,91846.86,False
3299,Female,White,44,,,,,IT,No,2021,4.05,63887.35,False
3300,Female,White,48,,,,,Marketing,No,2020,3.15,62011.58,False
3301,Male,White,54,,,,,IT,No,2021,2.82,59461.34,False
3302,Transgender,White,33,,,,,Sales,No,2023,2.99,88862.53,False
3303,Female,Prefer not to say,44,,,,,Operations,No,2020,4.06,64748.05,False
3304,Male,White,50,,,,,Operations,No,2022,3.0,58872.51,False
3305,Male,White,62,,,,,Sales,No,2021,3.41,53088.74,False
3306,Male,Middle Eastern,45,,,,,Finance,No,2020,3.51,63897.9,False
3307,Male,White,30,,,,,Sales,No,2021,1.97,50335.3,False
3308,Female,Asian,62,,,,,Sales,No,2020,2.32,66598.66,False
3309,Male,Black,29,,,,,Marketing,No,2020,3.77,34087.38,False
3310,Female,White,35,,,,,Marketing,No,2021,2.91,57874.71,False
3311,Male,White,36,,,,,Finance,No,2022,4.35,74152.0,False
3312,Male,White,36,,,,,Sales,No,2020,4.27,70131.79,False
3313,Male,White,43,,,,,HR,No,2020,4.08,54240.76,False
3314,Male,White,39,,,,,Marketing,No,2020,4.96,74903.88,False
3315,Non-binary/non-conforming,White,38,,,,,HR,No,2022,3.43,51709.41,False
3316,Female,White,41,,,,,IT,No,2022,4.02,59491.09,False
3317,Female,Asian,37,,,,,HR,No,2023,3.03,61915.87,False
3318,Female,White,30,,,,,IT,No,2021,5.0,66188.2,False
3319,Male,White,39,,,,,Marketing,Yes,2022,5.0,54874.41,False
3320,Other,White,27,,,,,Finance,No,2021,3.51,82962.42,False
3321,Male,White,28,,,,,Operations,No,2023,3.81,66300.42,False
3322,Female,White,31,,,,,IT,No,2021,4.59,70053.34,True
3323,Male,Prefer not to say,35,,,,,Sales,No,2022,3.38,87936.52,False
3324,Male,White,32,,,,,Sales,No,2021,2.97,81762.81,False
3325,Male,White,45,,,,,IT,No,2022,4.2,81801.94,False
3326,Female,Asian,28,,,,,Marketing,No,2021,3.56,56213.08,False
3327,Male,White,41,,,,,Operations,Yes,2022,3.65,76909.03,False
3328,Male,White,43,,,,,Sales,No,2022,2.83,68203.95,False
3329,Female,White,37,,,,,Sales,Yes,2021,2.13,43111.32,False
3330,Female,Asian,41,,,,,RD,No,2023,3.69,57580.08,False
3331,Male,White,65,,,,,Operations,No,2020,4.22,68845.41,False
3332,Female,White,31,,,,,IT,No,2023,3.32,67855.47,False
3333,Female,White,30,,,,,Marketing,No,2021,4.65,58033.64,False
3334,Female,Asian,32,,,,,Sales,No,2023,2.94,44362.72,False
3335,Male,White,33,,,,,IT,No,2022,2.66,74847.59,True
3336,Male,White,50,,,,,IT,No,2020,3.45,45300.92,False
3337,Non-binary/non-conforming,White,31,,,,,Operations,No,2021,3.43,86882.29,False
3338,Male,White,36,,,,,Sales,Yes,2021,4.12,61528.73,True
3339,Female,White,28,,,,,Marketing,No,2021,2.88,63188.29,False
3340,Male,Asian,45,,,,,Operations,No,2020,4.59,66040.54,False
3341,Female,White,28,,,,,HR,No,2022,5.0,67951.5,False
3342,Male,White,31,,,,,HR,No,2021,3.47,43865.24,False
3343,Female,Asian,38,,,,,IT,No,2023,4.5,64055.16,True
3344,Female,White,41,,,,,Marketing,No,2021,2.65,63983.52,False
3345,Male,Asian,44,,,,,RD,No,2021,4.36,49923.97,False
3346,Female,White,44,,,,,Finance,No,2021,4.34,49454.6,False
3347,Male,White,34,,,,,IT,No,2021,4.19,59989.2,True
3348,Female,Middle Eastern,38,,,,,Sales,No,2022,3.49,41877.36,True
3349,Male,White,28,,,,,Finance,No,2023,1.14,90834.01,False
3350,Male,White,35,,,,,RD,No,2022,2.99,87292.27,False
3351,Male,White,31,,,,,RD,No,2023,3.0,71775.5,True
3352,Female,White,55,,,,,HR,No,2021,2.72,56717.1,False
3353,Male,White,35,,,,,Operations,No,2020,3.6,62043.38,False
3354,Female,White,27,,,,,Operations,No,2022,3.16,70261.31,True
3355,Female,White,38,,,,,Sales,Yes,2020,2.84,84058.01,False
3356,Male,Black,58,,,,,Operations,No,2022,2.65,50799.64,False
3357,Male,Asian,26,,,,,HR,No,2021,2.93,43412.59,False
3358,Male,White,32,,,,,IT,No,2022,4.4,88214.61,False
3359,Female,Latin,38,,,,,Sales,No,2021,2.97,35137.49,False
3360,Female,White,36,,,,,HR,No,2022,3.09,45882.27,False
3361,Transgender,White,31,,,,,Marketing,No,2021,3.13,61297.13,False
3362,Male,White,26,,,,,Operations,No,2021,3.77,41593.5,False
3363,Prefer not to say,White,43,,,,,Finance,No,2023,3.86,81682.24,False
3364,Male,White,35,,,,,Operations,No,2021,1.06,77853.58,True
3365,Female,White,48,,,,,Operations,No,2023,4.32,51867.85,True
3366,Male,White,64,,,,,Sales,No,2021,4.65,84194.21,True
3367,Female,Asian,30,,,,,Operations,Yes,2020,2.66,71820.21,False
3368,Male,White,59,,,,,HR,No,2021,2.72,63302.44,False
3369,Male,White,42,,,,,IT,No,2020,3.14,58239.98,True
3370,Male,White,33,,,,,Operations,No,2020,2.9,98894.03,False
3371,Male,White,37,,,,,IT,No,2021,3.68,75817.43,False
3372,Male,White,45,,,,,Finance,Yes,2020,1.94,68844.87,False
3373,Male,White,61,,,,,Marketing,No,2023,2.61,85453.19,False
3374,Female,White,31,,,,,IT,Yes,2022,4.73,63966.64,True
3375,Male,Middle Eastern,37,,,,,IT,No,2021,2.76,57415.69,False
3376,Male,Middle Eastern,29,,,,,Finance,No,2020,4.49,66202.4,False
3377,Male,White,46,,,,,Operations,No,2021,3.78,80579.81,False
3378,Male,White,44,,,,,Sales,No,2023,2.05,35117.22,False
3379,Male,Asian,29,,,,,IT,No,2021,4.01,54611.59,False
3380,Female,White,55,,,,,IT,No,2021,3.41,78886.19,False
3381,Male,Asian,62,,,,,Sales,No,2020,3.14,51589.78,False
3382,Male,White,41,,,,,IT,No,2023,3.7,88191.63,False
3383,Female,Latin,45,,,,,IT,Yes,2022,3.88,79323.46,False
3384,Male,White,45,,,,,Finance,No,2022,4.07,64017.06,False
3385,Male,White,53,,,,,Sales,No,2020,4.44,56471.91,False
3386,Male,White,39,,,,,Finance,No,2021,3.83,60689.62,False
3387,Female,White,42,,,,,Finance,No,2020,2.4,96571.68,False
3388,Female,White,31,,,,,Sales,No,2020,3.12,85667.06,False
3389,Male,White,58,,,,,Operations,No,2020,5.0,66880.86,True
3390,Male,White,37,,,,,Marketing,No,2021,4.08,55877.7,False
3391,Male,White,43,,,,,Operations,No,2023,5.0,66755.62,True
3392,Non-binary/non-conforming,White,47,,,,,Operations,No,2020,4.62,68657.4,False
3393,Female,Black,24,,,,,Marketing,No,2021,3.69,38377.48,False
3394,Male,Black,38,,,,,IT,No,2023,3.74,59580.56,True
3395,Female,White,25,,,,,IT,No,2020,3.47,78049.18,False
3396,Female,White,43,,,,,IT,No,2022,2.11,34968.88,False
3397,Prefer not to say,Asian,29,,,,,Finance,No,2023,3.51,69658.88,False
3398,Female,White,53,,,,,Finance,No,2020,4.47,78772.21,False
3399,Prefer not to say,White,30,,,,,Sales,No,2023,3.02,56591.64,False
3400,Male,White,26,,,,,Finance,No,2023,3.83,90412.64,False
3401,Female,White,51,,,,,HR,No,2023,4.18,50273.35,True
3402,Male,White,53,,,,,Sales,No,2023,2.77,71616.24,True
3403,Male,Black,44,,,,,IT,No,2023,3.14,54358.57,True
3404,Female,White,43,,,,,Finance,No,2023,2.69,55563.45,False
3405,Female,White,25,,,,,Sales,No,2020,2.84,51281.27,True
3406,Male,White,34,,,,,Marketing,Yes,2022,2.47,75478.63,False
3407,Male,Asian,30,,,,,IT,No,2021,2.78,69958.87,False
3408,Male,White,37,,,,,IT,No,2023,4.64,64033.67,False
3409,Male,White,25,,,,,Sales,No,2021,2.77,44600.48,False
3410,Female,White,58,,,,,Marketing,Yes,2020,3.6,65363.75,False
3411,Male,Asian,33,,,,,Sales,No,2023,3.1,64197.19,False
3412,Female,White,55,,,,,Sales,No,2022,4.44,56809.33,False
3413,Male,White,57,,,,,Finance,No,2021,4.55,93008.47,False
3414,Male,White,34,,,,,RD,No,2023,4.19,41541.06,False
3415,Male,White,35,,,,,Marketing,No,2020,3.74,31740.74,False
3416,Male,Prefer not to say,40,,,,,IT,No,2022,3.32,54037.48,False
3417,Non-binary/non-conforming,White,61,,,,,IT,No,2021,2.55,75656.37,False
3418,Male,White,64,,,,,Operations,No,2021,5.0,49162.33,False
3419,Male,White,41,,,,,Finance,No,2023,2.89,50285.44,False
3420,Male,Asian,40,,,,,Finance,No,2022,4.03,71338.79,False
3421,Male,White,31,,,,,Finance,Yes,2022,4.35,71938.22,False
3422,Male,Asian,44,,,,,Finance,No,2022,3.06,63590.32,False
3423,Male,White,60,,,,,IT,No,2022,4.33,76721.43,False
3424,Female,Asian,32,,,,,Operations,No,2020,4.11,48539.1,False
3425,Prefer not to say,White,38,,,,,Sales,No,2022,4.88,59315.24,False
3426,Male,White,41,,,,,Operations,No,2021,3.12,77146.69,False
3427,Female,Asian,42,,,,,HR,Yes,2021,2.47,37116.51,False
3428,Female,White,57,,,,,Sales,No,2020,3.1,30230.47,False
3429,Male,White,30,,,,,Sales,No,2021,3.67,58500.74,True
3430,Male,White,37,,,,,Finance,No,2021,3.55,78963.1,False
3431,Male,White,27,,,,,HR,No,2022,3.19,68833.4,False
3432,Female,Latin,34,,,,,Sales,No,2021,1.97,71630.62,False
3433,Male,Asian,45,,,,,Marketing,No,2020,3.88,31280.03,False
3434,Male,Asian,30,,,,,Operations,No,2022,5.0,62759.21,False
3435,Male,White,30,,,,,Finance,No,2023,3.87,74807.97,False
3436,Male,White,29,,,,,Sales,No,2022,3.99,44738.04,False
3437,Male,White,38,,,,,Marketing,No,2020,3.96,77930.86,False
3438,Female,Asian,42,,,,,Operations,No,2022,3.82,52434.94,False
3439,Male,White,47,,,,,Marketing,No,2022,4.25,111070.05,False
3440,Female,White,41,,,,,HR,No,2020,3.82,29754.14,False
3441,Female,Black,44,,,,,IT,No,2022,3.25,70824.4,False
3442,Male,Asian,45,,,,,IT,No,2020,2.86,53178.87,False
3443,Female,White,29,,,,,IT,No,2020,3.3,37483.31,True
3444,Female,White,27,,,,,Operations,No,2023,3.75,52528.02,False
3445,Male,White,30,,,,,Sales,No,2021,3.25,69162.19,False
3446,Prefer not to say,White,43,,,,,Sales,No,2021,3.75,80562.0,True
3447,Male,White,31,,,,,Sales,Yes,2022,3.85,90829.46,False
3448,Female,White,36,,,,,Operations,No,2022,4.17,79422.12,False
3449,Female,Asian,26,,,,,IT,No,2023,4.53,41829.96,True
3450,Male,White,29,,,,,Finance,No,2023,3.56,81952.47,False
3451,Male,White,26,,,,,IT,No,2023,2.45,70869.27,False
3452,Male,White,44,,,,,Marketing,No,2020,3.22,55180.95,True
3453,Female,White,57,,,,,HR,No,2023,3.54,56875.63,False
3454,Male,White,40,,,,,Finance,No,2023,2.03,54352.36,False
3455,Male,White,43,,,,,IT,No,2022,4.61,65556.39,True
3456,Female,White,55,,,,,Marketing,No,2023,3.61,49730.72,False
3457,Male,White,29,,,,,Operations,No,2020,3.81,49580.09,True
3458,Male,White,32,,,,,Finance,No,2020,4.59,72186.79,False
3459,Male,Black,28,,,,,Finance,No,2022,3.0,66987.86,True
3460,Male,White,52,,,,,IT,No,2023,3.96,62186.04,False
3461,Male,White,42,,,,,IT,No,2023,3.41,85514.77,False
